,midnight color,night blue color,dark maroon color,dark purple color,dried blood color,very dark green color,plum color,ultramarine color,dark olive color,evergreen color,dark red color,brown color,darkish purple color,dark blue green color,mud brown color,deep teal color,rich blue color,blue purple color,dark turquoise color,auburn color,blue color,dark green blue color,purplish blue color,russet color,rose red color,burnt umber color,magenta color,deep turquoise color,azul color,cinnamon color,light indigo color,muted blue color,raw sienna color,bright violet color,jungle green color,bluish color,dark pink color,bright purple color,purpley pink color,tomato red color,teal blue color,swamp green color,fire engine red color,pinky purple color,vermillion color,orangish red color,pinky red color,dark yellow green color,lightish red color,red orange color,reddish orange color,purpleish pink color,blood orange color,bright magenta color,bright lavender color,dusky pink color,pumpkin color,perrywinkle color,medium green color,grass color,orange pink color,dusty pink color,dusty orange color,nasty green color,salmon color,purply pink color,liliac color,pig pink color,greenish teal color,orangeish color,dark lime green color,tangerine color,burnt yellow color,blush color,tan color,squash color,light orange color,orange yellow color,butterscotch color,green/yellow color,golden rod color,weird green color,golden yellow color,hospital green color,sickly yellow color,sandy color,fluro green color,light gold color,bright light blue color,yellowy green color,robin's egg blue color,light sea green color,light bluish green color,chartreuse color,mint green color,key lime color,light khaki color,green yellow color,bright yellow color,butter yellow color,light yellow color
dark red color,102.80000000000001,94.60000000000002,18.400000000000002,75.90000000000003,7.700000000000003,100.20000000000002,56.60000000000002,91.5,70.9,117.5,0.0,27.800000000000004,70.0,143.6,42.49999999999999,166.4,93.5,90.90000000000003,154.70000000000002,9.600000000000001,99.80000000000001,140.0,90.20000000000005,11.0,18.700000000000003,14.600000000000001,47.200000000000045,159.1,104.4,18.1,96.0,134.70000000000002,34.699999999999996,82.10000000000002,111.9,127.20000000000002,31.700000000000003,79.80000000000001,67.10000000000002,4.100000000000001,175.4,71.80000000000001,1.1999999999999957,68.20000000000005,3.3999999999999986,4.600000000000001,12.400000000000002,76.1,12.3,5.100000000000001,4.5,65.30000000000001,7.699999999999996,66.30000000000001,82.0,30.900000000000002,23.799999999999997,102.20000000000005,103.1,91.80000000000001,0.5,26.1,18.199999999999996,90.20000000000002,6.300000000000004,69.0,87.70000000000005,35.0,120.5,16.6,82.9,27.9,49.300000000000004,2.700000000000003,47.699999999999996,39.800000000000004,31.300000000000004,37.49999999999999,34.99999999999999,71.80000000000001,44.699999999999996,111.1,46.800000000000004,109.5,70.5,56.300000000000004,97.30000000000001,53.699999999999996,161.8,77.69999999999999,170.3,110.70000000000002,113.20000000000002,77.6,106.30000000000001,89.9,75.0,77.80000000000001,63.800000000000004,65.69999999999999,66.30000000000001
brown color,130.6,122.4,46.2,103.70000000000005,35.50000000000001,72.4,84.39999999999998,119.29999999999998,43.099999999999994,89.69999999999999,27.800000000000004,0.0,97.79999999999995,115.79999999999998,14.699999999999989,138.6,121.29999999999998,118.70000000000002,126.9,18.200000000000003,127.6,112.19999999999999,118.00000000000003,16.800000000000004,46.50000000000001,13.200000000000003,75.0,131.29999999999998,132.20000000000002,9.700000000000003,123.79999999999998,162.50000000000003,6.8999999999999915,109.9,84.1,155.00000000000003,59.50000000000001,107.6,94.89999999999998,23.700000000000003,156.79999999999998,44.0,26.60000000000001,96.0,24.400000000000006,23.200000000000003,40.2,48.3,40.10000000000001,22.700000000000003,23.300000000000004,93.10000000000002,20.10000000000001,94.10000000000002,109.79999999999998,58.7,4.000000000000007,130.00000000000003,75.29999999999998,64.0,27.300000000000004,53.900000000000006,9.600000000000009,62.400000000000006,34.10000000000001,96.79999999999995,115.50000000000003,62.800000000000004,92.69999999999999,11.200000000000003,55.099999999999994,0.09999999999999432,21.5,30.500000000000007,19.89999999999999,12.0,3.5,9.699999999999989,7.199999999999989,44.0,16.89999999999999,83.29999999999998,19.0,81.69999999999999,42.69999999999999,28.5,69.5,25.89999999999999,134.0,49.89999999999999,142.5,82.9,85.4,49.8,78.5,62.099999999999994,47.19999999999999,50.0,36.0,37.89999999999999,38.5
darkish purple color,32.80000000000001,24.600000000000023,51.599999999999966,5.900000000000034,62.299999999999955,170.2,13.399999999999977,21.5,140.89999999999998,172.50000000000003,70.0,97.79999999999995,0.0,146.40000000000003,112.49999999999997,123.60000000000002,23.5,20.900000000000034,135.3,79.59999999999997,29.80000000000001,150.00000000000003,20.200000000000045,81.0,51.299999999999955,84.59999999999997,22.799999999999955,130.90000000000003,34.400000000000034,88.09999999999997,26.0,64.70000000000005,104.69999999999999,12.100000000000023,178.10000000000002,57.200000000000045,38.299999999999955,9.800000000000011,2.8999999999999773,74.09999999999997,105.40000000000003,141.79999999999998,71.19999999999999,1.7999999999999545,73.39999999999998,74.59999999999997,57.599999999999966,146.09999999999997,57.69999999999999,75.09999999999997,74.5,4.699999999999989,77.69999999999999,3.6999999999999886,12.0,39.099999999999966,93.79999999999995,32.200000000000045,173.09999999999997,161.79999999999998,70.5,43.89999999999998,88.19999999999999,160.2,63.69999999999999,1.0,17.700000000000045,35.0,169.50000000000003,86.59999999999997,152.89999999999998,97.89999999999998,119.29999999999998,67.29999999999995,117.69999999999999,109.79999999999998,101.29999999999995,107.49999999999997,104.99999999999997,141.79999999999998,114.69999999999999,178.90000000000003,116.79999999999998,179.49999999999997,140.49999999999997,126.29999999999998,167.29999999999998,123.69999999999999,128.20000000000002,147.7,119.70000000000002,179.3,176.8,147.59999999999997,176.29999999999998,159.89999999999998,144.99999999999997,147.79999999999998,133.79999999999998,135.7,136.29999999999998
dark blue green color,113.60000000000002,121.80000000000001,162.0,140.5,151.29999999999998,43.39999999999998,159.8,124.90000000000003,72.69999999999999,26.099999999999994,143.6,115.79999999999998,146.40000000000003,0.0,101.1,22.80000000000001,122.90000000000003,125.5,11.100000000000023,134.0,116.60000000000002,3.5999999999999943,126.19999999999999,132.6,162.29999999999998,129.0,169.2,15.5,112.0,125.49999999999999,120.40000000000003,81.69999999999999,108.89999999999999,134.3,31.69999999999999,89.19999999999999,175.29999999999998,136.60000000000002,149.3,139.5,41.0,71.79999999999998,142.39999999999998,148.2,140.2,139.0,156.0,67.49999999999999,155.89999999999998,138.5,139.1,151.10000000000002,135.89999999999998,150.10000000000002,134.40000000000003,174.5,119.79999999999998,114.19999999999999,40.5,51.79999999999998,143.1,169.7,125.39999999999999,53.39999999999998,149.89999999999998,147.40000000000003,128.7,178.6,23.099999999999994,126.99999999999999,60.69999999999999,115.69999999999999,94.29999999999998,146.29999999999998,95.89999999999999,103.79999999999998,112.29999999999998,106.1,108.6,71.79999999999998,98.89999999999999,32.5,96.79999999999998,34.099999999999994,73.1,87.29999999999998,46.29999999999998,89.89999999999999,18.200000000000017,65.89999999999999,26.700000000000017,32.89999999999998,30.399999999999977,65.99999999999999,37.29999999999998,53.69999999999999,68.6,65.79999999999998,79.79999999999998,77.89999999999999,77.29999999999998
mud brown color,145.29999999999998,137.1,60.89999999999999,118.4,50.199999999999996,57.70000000000002,99.10000000000002,133.99999999999997,28.400000000000006,75.0,42.49999999999999,14.699999999999989,112.49999999999997,101.1,0.0,123.9,135.99999999999997,133.4,112.20000000000002,32.89999999999999,142.29999999999998,97.5,132.70000000000002,31.499999999999993,61.199999999999996,27.89999999999999,89.70000000000005,116.6,146.9,24.39999999999999,138.49999999999997,177.20000000000002,7.799999999999997,124.6,69.4,169.70000000000002,74.19999999999999,122.29999999999998,109.6,38.39999999999999,142.1,29.30000000000001,41.3,110.70000000000002,39.099999999999994,37.89999999999999,54.89999999999999,33.60000000000001,54.8,37.39999999999999,37.99999999999999,107.79999999999998,34.8,108.79999999999998,124.49999999999997,73.39999999999999,18.699999999999996,144.70000000000002,60.599999999999994,49.30000000000001,41.99999999999999,68.6,24.299999999999997,47.70000000000002,48.8,111.49999999999997,130.20000000000002,77.5,78.0,25.89999999999999,40.400000000000006,14.599999999999994,6.800000000000011,45.199999999999996,5.200000000000003,2.6999999999999886,11.199999999999989,5.0,7.5,29.30000000000001,2.200000000000003,68.6,4.300000000000011,67.0,28.0,13.800000000000011,54.80000000000001,11.200000000000003,119.30000000000001,35.2,127.80000000000001,68.20000000000002,70.70000000000002,35.10000000000001,63.80000000000001,47.400000000000006,32.5,35.30000000000001,21.30000000000001,23.200000000000003,23.80000000000001
deep teal color,90.80000000000001,99.0,175.2,117.69999999999999,174.1,66.19999999999999,137.0,102.10000000000002,95.5,48.900000000000006,166.4,138.6,123.60000000000002,22.80000000000001,123.9,0.0,100.10000000000002,102.69999999999999,11.699999999999989,156.8,93.80000000000001,26.400000000000006,103.39999999999998,155.4,174.9,151.8,146.39999999999998,7.300000000000011,89.19999999999999,148.3,97.60000000000002,58.89999999999998,131.7,111.5,54.5,66.39999999999998,161.9,113.80000000000001,126.5,162.3,18.19999999999999,94.6,165.2,125.39999999999998,163.0,161.8,178.8,90.3,178.7,161.3,161.9,128.3,158.7,127.30000000000001,111.60000000000002,162.7,142.6,91.39999999999998,63.30000000000001,74.6,165.9,167.5,148.2,76.19999999999999,172.7,124.60000000000002,105.89999999999998,158.6,45.900000000000006,149.8,83.5,138.5,117.1,169.1,118.7,126.6,135.1,128.9,131.4,94.6,121.7,55.30000000000001,119.6,56.900000000000006,95.9,110.1,69.1,112.7,4.599999999999994,88.7,3.9000000000000057,55.69999999999999,53.19999999999999,88.8,60.099999999999994,76.5,91.4,88.6,102.6,100.7,100.1
rich blue color,9.300000000000011,1.1000000000000227,75.09999999999997,17.599999999999966,85.79999999999995,166.3,36.89999999999998,2.0,164.39999999999998,149.00000000000003,93.5,121.29999999999998,23.5,122.90000000000003,135.99999999999997,100.10000000000002,0.0,2.599999999999966,111.80000000000001,103.09999999999997,6.300000000000011,126.50000000000003,3.2999999999999545,104.49999999999997,74.79999999999995,108.09999999999997,46.299999999999955,107.40000000000003,10.900000000000034,111.59999999999997,2.5,41.200000000000045,128.2,11.399999999999977,154.60000000000002,33.700000000000045,61.799999999999955,13.699999999999989,26.399999999999977,97.59999999999997,81.90000000000003,165.29999999999998,94.69999999999999,25.299999999999955,96.89999999999998,98.09999999999997,81.09999999999997,169.59999999999997,81.19999999999999,98.59999999999997,98.0,28.19999999999999,101.19999999999999,27.19999999999999,11.5,62.599999999999966,117.29999999999998,8.700000000000045,163.40000000000003,174.70000000000002,94.0,67.39999999999998,111.69999999999999,176.3,87.19999999999999,24.5,5.7999999999999545,58.5,146.00000000000003,110.09999999999997,176.39999999999998,121.39999999999998,142.79999999999998,90.79999999999995,141.2,133.29999999999998,124.79999999999998,130.99999999999997,128.49999999999997,165.29999999999998,138.2,155.40000000000003,140.29999999999998,157.00000000000003,163.99999999999997,149.79999999999998,169.20000000000002,147.2,104.70000000000002,171.2,96.20000000000002,155.8,153.3,171.09999999999997,160.20000000000002,176.60000000000002,168.49999999999997,171.29999999999998,157.29999999999998,159.2,159.79999999999998
blue purple color,11.899999999999977,3.6999999999999886,72.5,15.0,83.19999999999999,168.89999999999998,34.30000000000001,0.5999999999999659,161.8,151.6,90.90000000000003,118.70000000000002,20.900000000000034,125.5,133.4,102.69999999999999,2.599999999999966,0.0,114.39999999999998,100.5,8.899999999999977,129.1,0.6999999999999886,101.90000000000003,72.19999999999999,105.5,43.69999999999999,110.0,13.5,109.0,5.099999999999966,43.80000000000001,125.60000000000002,8.800000000000011,157.2,36.30000000000001,59.19999999999999,11.100000000000023,23.80000000000001,95.0,84.5,162.70000000000002,92.10000000000002,22.69999999999999,94.30000000000001,95.5,78.5,167.0,78.60000000000002,96.0,95.40000000000003,25.600000000000023,98.60000000000002,24.600000000000023,8.900000000000034,60.0,114.70000000000002,11.300000000000011,166.0,177.29999999999998,91.40000000000003,64.80000000000001,109.10000000000002,178.89999999999998,84.60000000000002,21.900000000000034,3.1999999999999886,55.900000000000034,148.6,107.5,173.8,118.80000000000001,140.20000000000002,88.19999999999999,138.60000000000002,130.70000000000002,122.20000000000002,128.4,125.9,162.70000000000002,135.60000000000002,158.0,137.70000000000002,159.6,161.4,147.20000000000002,171.79999999999998,144.60000000000002,107.29999999999998,168.60000000000002,98.79999999999998,158.39999999999998,155.89999999999998,168.5,162.79999999999998,179.2,165.9,168.70000000000002,154.70000000000002,156.60000000000002,157.20000000000002
dark turquoise color,102.5,110.69999999999999,173.10000000000002,129.39999999999998,162.4,54.5,148.7,113.80000000000001,83.80000000000001,37.20000000000002,154.70000000000002,126.9,135.3,11.100000000000023,112.20000000000002,11.699999999999989,111.80000000000001,114.39999999999998,0.0,145.10000000000002,105.5,14.700000000000017,115.09999999999997,143.70000000000002,173.4,140.10000000000002,158.09999999999997,4.399999999999977,100.89999999999998,136.60000000000002,109.30000000000001,70.59999999999997,120.00000000000001,123.19999999999999,42.80000000000001,78.09999999999997,173.6,125.5,138.2,150.60000000000002,29.899999999999977,82.9,153.5,137.09999999999997,151.3,150.10000000000002,167.10000000000002,78.60000000000001,167.0,149.60000000000002,150.20000000000002,140.0,147.0,139.0,123.30000000000001,174.39999999999998,130.9,103.09999999999997,51.60000000000002,62.900000000000006,154.20000000000002,179.2,136.5,64.5,161.0,136.3,117.59999999999997,170.29999999999998,34.20000000000002,138.10000000000002,71.80000000000001,126.80000000000001,105.4,157.4,107.00000000000001,114.9,123.4,117.20000000000002,119.70000000000002,82.9,110.00000000000001,43.60000000000002,107.9,45.20000000000002,84.20000000000002,98.4,57.400000000000006,101.00000000000001,7.099999999999994,77.00000000000001,15.599999999999994,44.0,41.5,77.10000000000001,48.400000000000006,64.80000000000001,79.70000000000002,76.9,90.9,89.00000000000001,88.4
auburn color,112.39999999999998,104.19999999999999,28.000000000000004,85.5,17.300000000000004,90.60000000000001,66.19999999999999,101.09999999999997,61.3,107.89999999999999,9.600000000000001,18.200000000000003,79.59999999999997,134.0,32.89999999999999,156.8,103.09999999999997,100.5,145.10000000000002,0.0,109.39999999999998,130.39999999999998,99.80000000000001,1.3999999999999986,28.300000000000004,5.0,56.80000000000001,149.5,114.0,8.5,105.59999999999997,144.3,25.099999999999994,91.69999999999999,102.3,136.8,41.300000000000004,89.39999999999998,76.69999999999999,5.5,175.0,62.2,8.400000000000006,77.80000000000001,6.200000000000003,5.0,22.000000000000004,66.5,21.900000000000002,4.5,5.100000000000001,74.89999999999998,1.9000000000000057,75.89999999999998,91.59999999999997,40.5,14.199999999999996,111.80000000000001,93.49999999999999,82.2,9.100000000000001,35.7,8.599999999999994,80.60000000000001,15.900000000000006,78.59999999999997,97.30000000000001,44.6,110.89999999999999,7.0,73.3,18.299999999999997,39.7,12.300000000000004,38.099999999999994,30.200000000000003,21.700000000000003,27.89999999999999,25.39999999999999,62.2,35.099999999999994,101.49999999999999,37.2,99.89999999999999,60.89999999999999,46.7,87.7,44.099999999999994,152.2,68.1,160.7,101.10000000000001,103.60000000000001,68.0,96.7,80.3,65.39999999999999,68.2,54.2,56.099999999999994,56.7
blue color,3.0,5.199999999999989,81.39999999999998,23.899999999999977,92.09999999999997,160.0,43.19999999999999,8.300000000000011,170.7,142.70000000000002,99.80000000000001,127.6,29.80000000000001,116.60000000000002,142.29999999999998,93.80000000000001,6.300000000000011,8.899999999999977,105.5,109.39999999999998,0.0,120.20000000000002,9.599999999999966,110.79999999999998,81.09999999999997,114.39999999999998,52.599999999999966,101.10000000000002,4.600000000000023,117.89999999999998,3.8000000000000114,34.900000000000034,134.5,17.69999999999999,148.3,27.400000000000034,68.09999999999997,20.0,32.69999999999999,103.89999999999998,75.60000000000002,171.6,101.0,31.599999999999966,103.19999999999999,104.39999999999998,87.39999999999998,175.89999999999998,87.5,104.89999999999998,104.29999999999998,34.5,107.5,33.5,17.80000000000001,68.89999999999998,123.6,2.400000000000034,157.10000000000002,168.4,100.30000000000001,73.69999999999999,118.0,170.0,93.5,30.80000000000001,12.099999999999966,64.80000000000001,139.70000000000002,116.39999999999998,177.3,127.69999999999999,149.1,97.09999999999997,147.5,139.6,131.1,137.29999999999998,134.79999999999998,171.6,144.5,149.10000000000002,146.6,150.70000000000002,170.29999999999998,156.1,162.9,153.5,98.4,177.5,89.9,149.5,147.0,177.39999999999998,153.9,170.3,174.79999999999998,177.6,163.6,165.5,166.1
dark green blue color,117.20000000000002,125.4,158.4,144.1,147.7,39.79999999999998,163.4,128.50000000000003,69.1,22.5,140.0,112.19999999999999,150.00000000000003,3.5999999999999943,97.5,26.400000000000006,126.50000000000003,129.1,14.700000000000017,130.39999999999998,120.20000000000002,0.0,129.79999999999998,129.0,158.7,125.39999999999999,172.79999999999998,19.099999999999994,115.6,121.89999999999999,124.00000000000003,85.29999999999998,105.3,137.9,28.099999999999994,92.79999999999998,171.7,140.20000000000002,152.9,135.89999999999998,44.599999999999994,68.19999999999999,138.8,151.79999999999998,136.6,135.39999999999998,152.4,63.89999999999999,152.29999999999998,134.89999999999998,135.5,154.70000000000002,132.3,153.70000000000002,138.00000000000003,170.9,116.19999999999999,117.79999999999998,36.900000000000006,48.19999999999999,139.5,166.1,121.8,49.79999999999998,146.3,151.00000000000003,132.29999999999998,175.0,19.5,123.39999999999999,57.099999999999994,112.1,90.69999999999999,142.7,92.3,100.19999999999999,108.69999999999999,102.5,105.0,68.19999999999999,95.3,28.900000000000006,93.19999999999999,30.5,69.5,83.69999999999999,42.69999999999999,86.3,21.80000000000001,62.3,30.30000000000001,29.299999999999983,26.799999999999983,62.39999999999999,33.69999999999999,50.099999999999994,65.0,62.19999999999999,76.19999999999999,74.3,73.69999999999999
purplish blue color,12.599999999999966,4.399999999999977,71.80000000000001,14.300000000000011,82.5,169.59999999999997,33.60000000000002,1.2999999999999545,161.10000000000002,152.29999999999998,90.20000000000005,118.00000000000003,20.200000000000045,126.19999999999999,132.70000000000002,103.39999999999998,3.2999999999999545,0.6999999999999886,115.09999999999997,99.80000000000001,9.599999999999966,129.79999999999998,0.0,101.20000000000005,71.5,104.80000000000001,43.0,110.69999999999999,14.199999999999989,108.30000000000001,5.7999999999999545,44.5,124.90000000000003,8.100000000000023,157.89999999999998,37.0,58.5,10.400000000000034,23.100000000000023,94.30000000000001,85.19999999999999,162.00000000000003,91.40000000000003,22.0,93.60000000000002,94.80000000000001,77.80000000000001,166.3,77.90000000000003,95.30000000000001,94.70000000000005,24.900000000000034,97.90000000000003,23.900000000000034,8.200000000000045,59.30000000000001,114.00000000000003,12.0,166.7,177.99999999999997,90.70000000000005,64.10000000000002,108.40000000000003,179.59999999999997,83.90000000000003,21.200000000000045,2.5,55.200000000000045,149.29999999999998,106.80000000000001,173.10000000000002,118.10000000000002,139.50000000000003,87.5,137.90000000000003,130.00000000000003,121.50000000000003,127.70000000000002,125.20000000000002,162.00000000000003,134.90000000000003,158.7,137.00000000000003,160.29999999999998,160.70000000000002,146.50000000000003,172.49999999999997,143.90000000000003,107.99999999999997,167.90000000000003,99.49999999999997,159.09999999999997,156.59999999999997,167.8,163.49999999999997,179.89999999999998,165.20000000000002,168.00000000000003,154.00000000000003,155.90000000000003,156.50000000000003
russet color,113.79999999999998,105.6,29.400000000000002,86.90000000000003,18.700000000000003,89.20000000000002,67.60000000000002,102.5,59.9,106.5,11.0,16.800000000000004,81.0,132.6,31.499999999999993,155.4,104.49999999999997,101.90000000000003,143.70000000000002,1.3999999999999986,110.79999999999998,129.0,101.20000000000005,0.0,29.700000000000003,3.6000000000000014,58.200000000000045,148.1,115.4,7.100000000000001,106.99999999999997,145.70000000000002,23.699999999999996,93.10000000000002,100.9,138.20000000000002,42.7,90.80000000000001,78.10000000000002,6.899999999999999,173.6,60.800000000000004,9.800000000000004,79.20000000000005,7.600000000000001,6.399999999999999,23.400000000000002,65.1,23.3,5.899999999999999,6.5,76.30000000000001,3.3000000000000043,77.30000000000001,93.0,41.9,12.799999999999997,113.20000000000002,92.1,80.80000000000001,10.5,37.1,7.199999999999996,79.20000000000002,17.300000000000004,80.0,98.70000000000005,46.0,109.5,5.600000000000001,71.9,16.9,38.300000000000004,13.700000000000003,36.699999999999996,28.800000000000004,20.300000000000004,26.499999999999993,23.999999999999993,60.800000000000004,33.699999999999996,100.1,35.800000000000004,98.5,59.49999999999999,45.300000000000004,86.30000000000001,42.699999999999996,150.8,66.69999999999999,159.3,99.70000000000002,102.20000000000002,66.6,95.30000000000001,78.9,63.99999999999999,66.80000000000001,52.800000000000004,54.699999999999996,55.300000000000004
rose red color,84.09999999999997,75.89999999999998,0.3000000000000007,57.19999999999999,11.0,118.9,37.89999999999998,72.79999999999995,89.6,136.2,18.700000000000003,46.50000000000001,51.299999999999955,162.29999999999998,61.199999999999996,174.9,74.79999999999995,72.19999999999999,173.4,28.300000000000004,81.09999999999997,158.7,71.5,29.700000000000003,0.0,33.300000000000004,28.5,177.79999999999998,85.69999999999999,36.800000000000004,77.29999999999995,116.00000000000003,53.4,63.39999999999998,130.6,108.50000000000003,12.999999999999998,61.099999999999966,48.39999999999998,22.800000000000004,156.70000000000002,90.5,19.9,49.5,22.1,23.300000000000004,6.300000000000001,94.80000000000001,6.400000000000002,23.800000000000004,23.200000000000003,46.599999999999966,26.4,47.599999999999966,63.299999999999955,12.2,42.5,83.5,121.79999999999998,110.5,19.200000000000003,7.399999999999999,36.9,108.9,12.399999999999999,50.299999999999955,69.0,16.299999999999997,139.2,35.300000000000004,101.6,46.6,68.0,16.0,66.4,58.50000000000001,50.00000000000001,56.199999999999996,53.699999999999996,90.5,63.4,129.79999999999998,65.5,128.2,89.19999999999999,75.0,116.0,72.4,179.5,96.4,171.0,129.4,131.9,96.30000000000001,125.0,108.6,93.69999999999999,96.5,82.5,84.4,85.0
burnt umber color,117.39999999999998,109.19999999999999,33.0,90.5,22.300000000000004,85.60000000000001,71.19999999999999,106.09999999999997,56.3,102.89999999999999,14.600000000000001,13.200000000000003,84.59999999999997,129.0,27.89999999999999,151.8,108.09999999999997,105.5,140.10000000000002,5.0,114.39999999999998,125.39999999999999,104.80000000000001,3.6000000000000014,33.300000000000004,0.0,61.80000000000001,144.5,119.0,3.5,110.59999999999997,149.3,20.099999999999994,96.69999999999999,97.3,141.8,46.300000000000004,94.39999999999998,81.69999999999999,10.5,170.0,57.2,13.400000000000006,82.80000000000001,11.200000000000003,10.0,27.000000000000004,61.5,26.900000000000002,9.5,10.100000000000001,79.89999999999998,6.900000000000006,80.89999999999998,96.59999999999997,45.5,9.199999999999996,116.80000000000001,88.49999999999999,77.2,14.100000000000001,40.7,3.5999999999999943,75.60000000000001,20.900000000000006,83.59999999999997,102.30000000000001,49.6,105.89999999999999,2.0,68.3,13.299999999999997,34.7,17.300000000000004,33.099999999999994,25.200000000000003,16.700000000000003,22.89999999999999,20.39999999999999,57.2,30.099999999999994,96.49999999999999,32.2,94.89999999999999,55.89999999999999,41.7,82.7,39.099999999999994,147.2,63.099999999999994,155.7,96.10000000000001,98.60000000000001,63.0,91.7,75.3,60.39999999999999,63.2,49.2,51.099999999999994,51.7
magenta color,55.599999999999966,47.39999999999998,28.80000000000001,28.69999999999999,39.5,147.40000000000003,9.399999999999977,44.299999999999955,118.10000000000002,164.70000000000002,47.200000000000045,75.0,22.799999999999955,169.2,89.70000000000005,146.39999999999998,46.299999999999955,43.69999999999999,158.09999999999997,56.80000000000001,52.599999999999966,172.79999999999998,43.0,58.200000000000045,28.5,61.80000000000001,0.0,153.7,57.19999999999999,65.30000000000001,48.799999999999955,87.5,81.90000000000003,34.89999999999998,159.10000000000002,80.0,15.5,32.599999999999966,19.899999999999977,51.30000000000001,128.2,119.00000000000003,48.400000000000034,21.0,50.60000000000002,51.80000000000001,34.80000000000001,123.30000000000001,34.900000000000034,52.30000000000001,51.700000000000045,18.099999999999966,54.900000000000034,19.099999999999966,34.799999999999955,16.30000000000001,71.0,55.0,150.3,139.00000000000003,47.700000000000045,21.100000000000023,65.40000000000003,137.40000000000003,40.900000000000034,21.799999999999955,40.5,12.200000000000045,167.70000000000002,63.80000000000001,130.10000000000002,75.10000000000002,96.5,44.5,94.90000000000003,87.0,78.5,84.70000000000005,82.20000000000005,119.00000000000003,91.90000000000003,158.3,94.0,156.70000000000002,117.70000000000002,103.5,144.50000000000003,100.90000000000003,150.99999999999997,124.90000000000003,142.49999999999997,157.90000000000003,160.40000000000003,124.80000000000001,153.50000000000003,137.10000000000002,122.20000000000002,125.00000000000003,111.00000000000003,112.90000000000003,113.50000000000003
deep turquoise color,98.10000000000002,106.30000000000001,177.5,125.0,166.79999999999998,58.89999999999998,144.3,109.40000000000003,88.19999999999999,41.599999999999994,159.1,131.29999999999998,130.90000000000003,15.5,116.6,7.300000000000011,107.40000000000003,110.0,4.399999999999977,149.5,101.10000000000002,19.099999999999994,110.69999999999999,148.1,177.79999999999998,144.5,153.7,0.0,96.5,141.0,104.90000000000003,66.19999999999999,124.39999999999999,118.80000000000001,47.19999999999999,73.69999999999999,169.20000000000002,121.10000000000002,133.8,155.0,25.5,87.29999999999998,157.89999999999998,132.7,155.7,154.5,171.5,82.99999999999999,171.39999999999998,154.0,154.6,135.60000000000002,151.39999999999998,134.60000000000002,118.90000000000003,170.0,135.29999999999998,98.69999999999999,56.0,67.29999999999998,158.6,174.8,140.89999999999998,68.89999999999998,165.39999999999998,131.90000000000003,113.19999999999999,165.9,38.599999999999994,142.5,76.19999999999999,131.2,109.79999999999998,161.79999999999998,111.39999999999999,119.29999999999998,127.79999999999998,121.6,124.1,87.29999999999998,114.39999999999999,48.0,112.29999999999998,49.599999999999994,88.6,102.79999999999998,61.79999999999998,105.39999999999999,2.700000000000017,81.39999999999999,11.200000000000017,48.39999999999998,45.89999999999998,81.49999999999999,52.79999999999998,69.19999999999999,84.1,81.29999999999998,95.29999999999998,93.39999999999999,92.79999999999998
azul color,1.6000000000000227,9.800000000000011,86.0,28.5,96.69999999999999,155.39999999999998,47.80000000000001,12.900000000000034,175.3,138.1,104.4,132.20000000000002,34.400000000000034,112.0,146.9,89.19999999999999,10.900000000000034,13.5,100.89999999999998,114.0,4.600000000000023,115.6,14.199999999999989,115.4,85.69999999999999,119.0,57.19999999999999,96.5,0.0,122.5,8.400000000000034,30.30000000000001,139.10000000000002,22.30000000000001,143.7,22.80000000000001,72.69999999999999,24.600000000000023,37.30000000000001,108.5,71.0,176.20000000000002,105.60000000000002,36.19999999999999,107.80000000000001,109.0,92.0,179.5,92.10000000000002,109.5,108.9,39.10000000000002,112.10000000000002,38.10000000000002,22.400000000000034,73.5,128.20000000000002,2.1999999999999886,152.5,163.79999999999998,104.9,78.30000000000001,122.60000000000002,165.39999999999998,98.10000000000002,35.400000000000034,16.69999999999999,69.40000000000003,135.1,121.0,172.7,132.3,153.70000000000002,101.69999999999999,152.10000000000002,144.20000000000002,135.70000000000002,141.9,139.4,176.20000000000002,149.10000000000002,144.5,151.20000000000002,146.1,174.9,160.70000000000002,158.29999999999998,158.10000000000002,93.79999999999998,177.89999999999998,85.29999999999998,144.89999999999998,142.39999999999998,178.0,149.29999999999998,165.7,179.4,177.79999999999998,168.20000000000002,170.10000000000002,170.70000000000002
