,midnight color,night blue color,dark maroon color,dark purple color,dried blood color,very dark green color,plum color,ultramarine color,dark olive color,evergreen color,dark red color,brown color,darkish purple color,dark blue green color,mud brown color,deep teal color,rich blue color,blue purple color,dark turquoise color,auburn color,blue color,dark green blue color,purplish blue color,russet color,rose red color,burnt umber color,magenta color,deep turquoise color,azul color,cinnamon color,light indigo color,muted blue color,raw sienna color,bright violet color,jungle green color,bluish color,dark pink color,bright purple color,purpley pink color,tomato red color,teal blue color,swamp green color,fire engine red color,pinky purple color,vermillion color,orangish red color,pinky red color,dark yellow green color,lightish red color,red orange color,reddish orange color,purpleish pink color,blood orange color,bright magenta color,bright lavender color,dusky pink color,pumpkin color,perrywinkle color,medium green color,grass color,orange pink color,dusty pink color,dusty orange color,nasty green color,salmon color,purply pink color,liliac color,pig pink color,greenish teal color,orangeish color,dark lime green color,tangerine color,burnt yellow color,blush color,tan color,squash color,light orange color,orange yellow color,butterscotch color,green/yellow color,golden rod color,weird green color,golden yellow color,hospital green color,sickly yellow color,sandy color,fluro green color,light gold color,bright light blue color,yellowy green color,robin's egg blue color,light sea green color,light bluish green color,chartreuse color,mint green color,key lime color,light khaki color,green yellow color,bright yellow color,butter yellow color,light yellow color
cinnamon color,120.89999999999998,112.69999999999999,36.5,94.0,25.800000000000004,82.10000000000001,74.69999999999999,109.59999999999997,52.8,99.39999999999999,18.1,9.700000000000003,88.09999999999997,125.49999999999999,24.39999999999999,148.3,111.59999999999997,109.0,136.60000000000002,8.5,117.89999999999998,121.89999999999999,108.30000000000001,7.100000000000001,36.800000000000004,3.5,65.30000000000001,141.0,122.5,0.0,114.09999999999997,152.8,16.599999999999994,100.19999999999999,93.8,145.3,49.800000000000004,97.89999999999998,85.19999999999999,14.0,166.5,53.7,16.900000000000006,86.30000000000001,14.700000000000003,13.5,30.500000000000004,58.0,30.400000000000002,13.0,13.600000000000001,83.39999999999998,10.400000000000006,84.39999999999998,100.09999999999997,49.0,5.699999999999996,120.30000000000001,84.99999999999999,73.7,17.6,44.2,0.09999999999999432,72.10000000000001,24.400000000000006,87.09999999999997,105.80000000000001,53.1,102.39999999999999,1.5,64.8,9.799999999999997,31.200000000000003,20.800000000000004,29.599999999999994,21.700000000000003,13.200000000000003,19.39999999999999,16.89999999999999,53.7,26.599999999999994,92.99999999999999,28.700000000000003,91.39999999999999,52.39999999999999,38.2,79.2,35.599999999999994,143.7,59.599999999999994,152.2,92.60000000000001,95.10000000000001,59.5,88.2,71.8,56.89999999999999,59.7,45.7,47.599999999999994,48.2
light indigo color,6.800000000000011,1.3999999999999773,77.59999999999997,20.099999999999966,88.29999999999995,163.8,39.39999999999998,4.5,166.89999999999998,146.50000000000003,96.0,123.79999999999998,26.0,120.40000000000003,138.49999999999997,97.60000000000002,2.5,5.099999999999966,109.30000000000001,105.59999999999997,3.8000000000000114,124.00000000000003,5.7999999999999545,106.99999999999997,77.29999999999995,110.59999999999997,48.799999999999955,104.90000000000003,8.400000000000034,114.09999999999997,0.0,38.700000000000045,130.7,13.899999999999977,152.10000000000002,31.200000000000045,64.29999999999995,16.19999999999999,28.899999999999977,100.09999999999997,79.40000000000003,167.79999999999998,97.19999999999999,27.799999999999955,99.39999999999998,100.59999999999997,83.59999999999997,172.09999999999997,83.69999999999999,101.09999999999997,100.5,30.69999999999999,103.69999999999999,29.69999999999999,14.0,65.09999999999997,119.79999999999998,6.2000000000000455,160.90000000000003,172.20000000000002,96.5,69.89999999999998,114.19999999999999,173.8,89.69999999999999,27.0,8.299999999999955,61.0,143.50000000000003,112.59999999999997,178.89999999999998,123.89999999999998,145.29999999999998,93.29999999999995,143.7,135.79999999999998,127.29999999999998,133.49999999999997,130.99999999999997,167.79999999999998,140.7,152.90000000000003,142.79999999999998,154.50000000000003,166.49999999999997,152.29999999999998,166.70000000000002,149.7,102.20000000000002,173.7,93.70000000000002,153.3,150.8,173.59999999999997,157.70000000000002,174.10000000000002,170.99999999999997,173.79999999999998,159.79999999999998,161.7,162.29999999999998
muted blue color,31.900000000000034,40.10000000000002,116.30000000000001,58.80000000000001,127.00000000000003,125.09999999999997,78.10000000000002,43.200000000000045,154.39999999999998,107.79999999999998,134.70000000000002,162.50000000000003,64.70000000000005,81.69999999999999,177.20000000000002,58.89999999999998,41.200000000000045,43.80000000000001,70.59999999999997,144.3,34.900000000000034,85.29999999999998,44.5,145.70000000000002,116.00000000000003,149.3,87.5,66.19999999999999,30.30000000000001,152.8,38.700000000000045,0.0,169.40000000000003,52.60000000000002,113.39999999999998,7.5,103.0,54.900000000000034,67.60000000000002,138.8,40.69999999999999,153.49999999999997,135.90000000000003,66.5,138.10000000000002,139.3,122.30000000000001,149.2,122.40000000000003,139.8,139.20000000000002,69.40000000000003,142.40000000000003,68.40000000000003,52.700000000000045,103.80000000000001,158.50000000000003,32.5,122.19999999999999,133.49999999999997,135.20000000000002,108.60000000000002,152.90000000000003,135.09999999999997,128.40000000000003,65.70000000000005,47.0,99.70000000000005,104.79999999999998,151.3,142.39999999999998,162.60000000000002,175.99999999999997,132.00000000000003,177.59999999999997,174.50000000000003,166.00000000000003,172.20000000000002,169.70000000000002,153.49999999999997,179.40000000000003,114.19999999999999,178.49999999999997,115.79999999999998,154.79999999999998,168.99999999999997,127.99999999999997,171.59999999999997,63.49999999999997,147.59999999999997,54.99999999999997,114.59999999999997,112.09999999999997,147.7,118.99999999999997,135.39999999999998,150.29999999999998,147.49999999999997,161.49999999999997,159.59999999999997,158.99999999999997
raw sienna color,137.5,129.3,53.099999999999994,110.60000000000002,42.4,65.50000000000001,91.30000000000001,126.19999999999999,36.2,82.8,34.699999999999996,6.8999999999999915,104.69999999999999,108.89999999999999,7.799999999999997,131.7,128.2,125.60000000000002,120.00000000000001,25.099999999999994,134.5,105.3,124.90000000000003,23.699999999999996,53.4,20.099999999999994,81.90000000000003,124.39999999999999,139.10000000000002,16.599999999999994,130.7,169.40000000000003,0.0,116.80000000000001,77.2,161.90000000000003,66.39999999999999,114.5,101.80000000000001,30.599999999999994,149.89999999999998,37.10000000000001,33.5,102.90000000000003,31.299999999999997,30.099999999999994,47.099999999999994,41.400000000000006,47.0,29.599999999999994,30.199999999999996,100.0,27.0,101.0,116.69999999999999,65.6,10.899999999999999,136.90000000000003,68.39999999999999,57.10000000000001,34.199999999999996,60.8,16.5,55.500000000000014,41.0,103.69999999999999,122.40000000000003,69.7,85.8,18.099999999999994,48.2,6.799999999999997,14.600000000000009,37.4,13.0,5.1000000000000085,3.3999999999999915,2.799999999999997,0.29999999999999716,37.10000000000001,10.0,76.39999999999999,12.100000000000009,74.8,35.8,21.60000000000001,62.60000000000001,19.0,127.10000000000001,43.0,135.60000000000002,76.00000000000001,78.50000000000001,42.900000000000006,71.60000000000001,55.2,40.3,43.10000000000001,29.10000000000001,31.0,31.60000000000001
bright violet color,20.69999999999999,12.5,63.69999999999999,6.199999999999989,74.39999999999998,177.7,25.5,9.399999999999977,153.0,160.4,82.10000000000002,109.9,12.100000000000023,134.3,124.6,111.5,11.399999999999977,8.800000000000011,123.19999999999999,91.69999999999999,17.69999999999999,137.9,8.100000000000023,93.10000000000002,63.39999999999998,96.69999999999999,34.89999999999998,118.80000000000001,22.30000000000001,100.19999999999999,13.899999999999977,52.60000000000002,116.80000000000001,0.0,166.0,45.10000000000002,50.39999999999998,2.3000000000000114,15.0,86.19999999999999,93.30000000000001,153.9,83.30000000000001,13.899999999999977,85.5,86.69999999999999,69.69999999999999,158.2,69.80000000000001,87.19999999999999,86.60000000000002,16.80000000000001,89.80000000000001,15.800000000000011,0.10000000000002274,51.19999999999999,105.9,20.100000000000023,174.8,173.9,82.60000000000002,56.0,100.30000000000001,172.3,75.80000000000001,13.100000000000023,5.600000000000023,47.10000000000002,157.4,98.69999999999999,165.0,110.0,131.4,79.39999999999998,129.8,121.9,113.4,119.6,117.1,153.9,126.80000000000001,166.8,128.9,168.4,152.6,138.4,179.4,135.8,116.1,159.8,107.6,167.2,164.7,159.7,171.6,172.0,157.1,159.9,145.9,147.8,148.4
jungle green color,145.3,153.5,130.3,172.2,119.6,11.699999999999989,168.5,156.60000000000002,41.0,5.599999999999994,111.9,84.1,178.10000000000002,31.69999999999999,69.4,54.5,154.60000000000002,157.2,42.80000000000001,102.3,148.3,28.099999999999994,157.89999999999998,100.9,130.6,97.3,159.10000000000002,47.19999999999999,143.7,93.8,152.10000000000002,113.39999999999998,77.2,166.0,0.0,120.89999999999998,143.6,168.3,179.0,107.8,72.69999999999999,40.099999999999994,110.7,179.89999999999998,108.5,107.3,124.3,35.8,124.2,106.8,107.4,177.2,104.2,178.2,166.10000000000002,142.8,88.1,145.89999999999998,8.800000000000011,20.099999999999994,111.4,138.0,93.7,21.69999999999999,118.2,179.10000000000002,160.39999999999998,146.9,8.599999999999994,95.3,29.0,84.0,62.599999999999994,114.6,64.2,72.1,80.6,74.4,76.9,40.099999999999994,67.2,0.8000000000000114,65.1,2.4000000000000057,41.400000000000006,55.599999999999994,14.599999999999994,58.2,49.900000000000006,34.2,58.400000000000006,1.1999999999999886,1.3000000000000114,34.3,5.599999999999994,22.0,36.900000000000006,34.099999999999994,48.099999999999994,46.2,45.599999999999994
bluish color,24.400000000000034,32.60000000000002,108.80000000000001,51.30000000000001,119.50000000000003,132.59999999999997,70.60000000000002,35.700000000000045,161.89999999999998,115.29999999999998,127.20000000000002,155.00000000000003,57.200000000000045,89.19999999999999,169.70000000000002,66.39999999999998,33.700000000000045,36.30000000000001,78.09999999999997,136.8,27.400000000000034,92.79999999999998,37.0,138.20000000000002,108.50000000000003,141.8,80.0,73.69999999999999,22.80000000000001,145.3,31.200000000000045,7.5,161.90000000000003,45.10000000000002,120.89999999999998,0.0,95.5,47.400000000000034,60.10000000000002,131.3,48.19999999999999,160.99999999999997,128.40000000000003,59.0,130.60000000000002,131.8,114.80000000000001,156.7,114.90000000000003,132.3,131.70000000000002,61.900000000000034,134.90000000000003,60.900000000000034,45.200000000000045,96.30000000000001,151.00000000000003,25.0,129.7,140.99999999999997,127.70000000000002,101.10000000000002,145.40000000000003,142.59999999999997,120.90000000000003,58.200000000000045,39.5,92.20000000000005,112.29999999999998,143.8,149.89999999999998,155.10000000000002,176.50000000000003,124.50000000000003,174.90000000000003,167.00000000000003,158.50000000000003,164.70000000000002,162.20000000000002,160.99999999999997,171.90000000000003,121.69999999999999,174.00000000000003,123.29999999999998,162.29999999999998,176.49999999999997,135.49999999999997,179.09999999999997,70.99999999999997,155.09999999999997,62.49999999999997,122.09999999999997,119.59999999999997,155.2,126.49999999999997,142.89999999999998,157.79999999999998,154.99999999999997,168.99999999999997,167.09999999999997,166.49999999999997
dark pink color,71.09999999999997,62.89999999999998,13.299999999999999,44.19999999999999,24.0,131.9,24.899999999999977,59.799999999999955,102.6,149.2,31.700000000000003,59.50000000000001,38.299999999999955,175.29999999999998,74.19999999999999,161.9,61.799999999999955,59.19999999999999,173.6,41.300000000000004,68.09999999999997,171.7,58.5,42.7,12.999999999999998,46.300000000000004,15.5,169.20000000000002,72.69999999999999,49.800000000000004,64.29999999999995,103.0,66.39999999999999,50.39999999999998,143.6,95.5,0.0,48.099999999999966,35.39999999999998,35.800000000000004,143.70000000000002,103.5,32.9,36.5,35.1,36.300000000000004,19.299999999999997,107.8,19.4,36.800000000000004,36.2,33.599999999999966,39.4,34.599999999999966,50.299999999999955,0.7999999999999998,55.5,70.5,134.79999999999998,123.5,32.2,5.6,49.9,121.9,25.4,37.299999999999955,56.0,3.3000000000000003,152.2,48.300000000000004,114.6,59.6,81.0,29.0,79.39999999999999,71.5,63.00000000000001,69.19999999999999,66.69999999999999,103.5,76.39999999999999,142.79999999999998,78.5,141.2,102.19999999999999,88.0,129.0,85.39999999999999,166.5,109.39999999999999,158.0,142.4,144.9,109.3,138.0,121.6,106.69999999999999,109.5,95.5,97.39999999999999,98.0
bright purple color,23.0,14.800000000000011,61.39999999999998,3.8999999999999773,72.09999999999997,180.0,23.19999999999999,11.699999999999989,150.7,162.70000000000002,79.80000000000001,107.6,9.800000000000011,136.60000000000002,122.29999999999998,113.80000000000001,13.699999999999989,11.100000000000023,125.5,89.39999999999998,20.0,140.20000000000002,10.400000000000034,90.80000000000001,61.099999999999966,94.39999999999998,32.599999999999966,121.10000000000002,24.600000000000023,97.89999999999998,16.19999999999999,54.900000000000034,114.5,2.3000000000000114,168.3,47.400000000000034,48.099999999999966,0.0,12.699999999999989,83.89999999999998,95.60000000000002,151.6,81.0,11.599999999999966,83.19999999999999,84.39999999999998,67.39999999999998,155.89999999999998,67.5,84.89999999999998,84.30000000000001,14.5,87.5,13.5,2.1999999999999886,48.89999999999998,103.59999999999997,22.400000000000034,177.10000000000002,171.6,80.30000000000001,53.69999999999999,98.0,170.0,73.5,10.800000000000011,7.900000000000034,44.80000000000001,159.70000000000002,96.39999999999998,162.7,107.69999999999999,129.1,77.09999999999997,127.5,119.6,111.1,117.29999999999998,114.79999999999998,151.6,124.5,169.10000000000002,126.6,170.70000000000002,150.29999999999998,136.1,177.1,133.5,118.4,157.5,109.9,169.5,167.0,157.39999999999998,173.9,169.7,154.79999999999998,157.6,143.6,145.5,146.1
purpley pink color,35.69999999999999,27.5,48.69999999999999,8.800000000000011,59.39999999999998,167.3,10.5,24.399999999999977,138.0,175.4,67.10000000000002,94.89999999999998,2.8999999999999773,149.3,109.6,126.5,26.399999999999977,23.80000000000001,138.2,76.69999999999999,32.69999999999999,152.9,23.100000000000023,78.10000000000002,48.39999999999998,81.69999999999999,19.899999999999977,133.8,37.30000000000001,85.19999999999999,28.899999999999977,67.60000000000002,101.80000000000001,15.0,179.0,60.10000000000002,35.39999999999998,12.699999999999989,0.0,71.19999999999999,108.30000000000001,138.9,68.30000000000001,1.1000000000000227,70.5,71.69999999999999,54.69999999999999,143.2,54.80000000000001,72.19999999999999,71.60000000000002,1.8000000000000114,74.80000000000001,0.8000000000000114,14.899999999999977,36.19999999999999,90.89999999999998,35.10000000000002,170.2,158.9,67.60000000000002,41.0,85.30000000000001,157.3,60.80000000000001,1.8999999999999773,20.600000000000023,32.10000000000002,172.4,83.69999999999999,150.0,95.0,116.4,64.39999999999998,114.80000000000001,106.9,98.39999999999998,104.6,102.10000000000002,138.9,111.80000000000001,178.2,113.9,176.6,137.6,123.4,164.4,120.80000000000001,131.1,144.8,122.6,177.8,179.7,144.7,173.4,157.0,142.1,144.9,130.9,132.8,133.4
tomato red color,106.89999999999998,98.69999999999999,22.500000000000004,80.0,11.800000000000004,96.10000000000001,60.69999999999999,95.59999999999997,66.8,113.39999999999999,4.100000000000001,23.700000000000003,74.09999999999997,139.5,38.39999999999999,162.3,97.59999999999997,95.0,150.60000000000002,5.5,103.89999999999998,135.89999999999998,94.30000000000001,6.899999999999999,22.800000000000004,10.5,51.30000000000001,155.0,108.5,14.0,100.09999999999997,138.8,30.599999999999994,86.19999999999999,107.8,131.3,35.800000000000004,83.89999999999998,71.19999999999999,0.0,179.5,67.7,2.9000000000000057,72.30000000000001,0.7000000000000028,0.5,16.500000000000004,72.0,16.400000000000002,1.0,0.3999999999999986,69.39999999999998,3.5999999999999943,70.39999999999998,86.09999999999997,35.0,19.699999999999996,106.30000000000001,98.99999999999999,87.7,3.6000000000000014,30.200000000000003,14.099999999999994,86.10000000000001,10.400000000000006,73.09999999999997,91.80000000000001,39.1,116.39999999999999,12.5,78.8,23.799999999999997,45.2,6.800000000000004,43.599999999999994,35.7,27.200000000000003,33.39999999999999,30.89999999999999,67.7,40.599999999999994,106.99999999999999,42.7,105.39999999999999,66.39999999999999,52.2,93.2,49.599999999999994,157.7,73.6,166.2,106.60000000000001,109.10000000000001,73.5,102.2,85.8,70.89999999999999,73.7,59.7,61.599999999999994,62.2
teal blue color,72.60000000000002,80.80000000000001,157.0,99.5,167.70000000000002,84.39999999999998,118.80000000000001,83.90000000000003,113.69999999999999,67.1,175.4,156.79999999999998,105.40000000000003,41.0,142.1,18.19999999999999,81.90000000000003,84.5,29.899999999999977,175.0,75.60000000000002,44.599999999999994,85.19999999999999,173.6,156.70000000000002,170.0,128.2,25.5,71.0,166.5,79.40000000000003,40.69999999999999,149.89999999999998,93.30000000000001,72.69999999999999,48.19999999999999,143.70000000000002,95.60000000000002,108.30000000000001,179.5,0.0,112.79999999999998,176.60000000000002,107.19999999999999,178.8,180.0,163.0,108.49999999999999,163.10000000000002,179.5,179.9,110.10000000000002,176.89999999999998,109.10000000000002,93.40000000000003,144.5,160.79999999999998,73.19999999999999,81.5,92.79999999999998,175.9,149.3,166.39999999999998,94.39999999999998,169.10000000000002,106.40000000000003,87.69999999999999,140.4,64.1,168.0,101.69999999999999,156.7,135.29999999999998,172.70000000000002,136.89999999999998,144.79999999999998,153.29999999999998,147.1,149.6,112.79999999999998,139.89999999999998,73.5,137.79999999999998,75.1,114.1,128.29999999999998,87.29999999999998,130.89999999999998,22.799999999999983,106.89999999999999,14.299999999999983,73.89999999999998,71.39999999999998,106.99999999999999,78.29999999999998,94.69999999999999,109.6,106.79999999999998,120.79999999999998,118.89999999999999,118.29999999999998
swamp green color,174.6,166.4,90.2,147.70000000000002,79.5,28.400000000000006,128.4,163.29999999999998,0.9000000000000057,45.69999999999999,71.80000000000001,44.0,141.79999999999998,71.79999999999998,29.30000000000001,94.6,165.29999999999998,162.70000000000002,82.9,62.2,171.6,68.19999999999999,162.00000000000003,60.800000000000004,90.5,57.2,119.00000000000003,87.29999999999998,176.20000000000002,53.7,167.79999999999998,153.49999999999997,37.10000000000001,153.9,40.099999999999994,160.99999999999997,103.5,151.6,138.9,67.7,112.79999999999998,0.0,70.60000000000001,140.00000000000003,68.4,67.2,84.2,4.299999999999997,84.10000000000001,66.7,67.30000000000001,137.1,64.10000000000001,138.1,153.79999999999998,102.7,48.00000000000001,174.00000000000003,31.299999999999983,20.0,71.30000000000001,97.9,53.60000000000001,18.400000000000006,78.10000000000001,140.79999999999998,159.50000000000003,106.80000000000001,48.69999999999999,55.2,11.099999999999994,43.900000000000006,22.5,74.5,24.10000000000001,32.0,40.5,34.30000000000001,36.80000000000001,0.0,27.10000000000001,39.29999999999998,25.0,37.69999999999999,1.3000000000000114,15.5,25.5,18.10000000000001,90.0,5.8999999999999915,98.5,38.900000000000006,41.400000000000006,5.799999999999997,34.5,18.099999999999994,3.1999999999999886,6.0,8.0,6.1000000000000085,5.5
fire engine red color,104.0,95.80000000000001,19.599999999999998,77.10000000000002,8.899999999999999,99.00000000000001,57.80000000000001,92.69999999999999,69.7,116.3,1.1999999999999957,26.60000000000001,71.19999999999999,142.39999999999998,41.3,165.2,94.69999999999999,92.10000000000002,153.5,8.400000000000006,101.0,138.8,91.40000000000003,9.800000000000004,19.9,13.400000000000006,48.400000000000034,157.89999999999998,105.60000000000002,16.900000000000006,97.19999999999999,135.90000000000003,33.5,83.30000000000001,110.7,128.40000000000003,32.9,81.0,68.30000000000001,2.9000000000000057,176.60000000000002,70.60000000000001,0.0,69.40000000000003,2.200000000000003,3.4000000000000057,13.599999999999998,74.9,13.499999999999996,3.9000000000000057,3.3000000000000043,66.5,6.5,67.5,83.19999999999999,32.099999999999994,22.6,103.40000000000003,101.89999999999999,90.60000000000001,0.6999999999999957,27.299999999999997,17.0,89.00000000000001,7.5,70.19999999999999,88.90000000000003,36.199999999999996,119.3,15.400000000000006,81.7,26.700000000000003,48.10000000000001,3.8999999999999986,46.5,38.60000000000001,30.10000000000001,36.3,33.8,70.60000000000001,43.5,109.89999999999999,45.60000000000001,108.3,69.3,55.10000000000001,96.10000000000001,52.5,160.60000000000002,76.5,169.10000000000002,109.50000000000001,112.00000000000001,76.4,105.10000000000001,88.7,73.8,76.60000000000001,62.60000000000001,64.5,65.10000000000001
pinky purple color,34.599999999999966,26.399999999999977,49.80000000000001,7.699999999999989,60.5,168.40000000000003,11.600000000000023,23.299999999999955,139.10000000000002,174.29999999999998,68.20000000000005,96.0,1.7999999999999545,148.2,110.70000000000002,125.39999999999998,25.299999999999955,22.69999999999999,137.09999999999997,77.80000000000001,31.599999999999966,151.79999999999998,22.0,79.20000000000005,49.5,82.80000000000001,21.0,132.7,36.19999999999999,86.30000000000001,27.799999999999955,66.5,102.90000000000003,13.899999999999977,179.89999999999998,59.0,36.5,11.599999999999966,1.1000000000000227,72.30000000000001,107.19999999999999,140.00000000000003,69.40000000000003,0.0,71.60000000000002,72.80000000000001,55.80000000000001,144.3,55.900000000000034,73.30000000000001,72.70000000000005,2.900000000000034,75.90000000000003,1.900000000000034,13.799999999999955,37.30000000000001,92.0,34.0,171.3,160.00000000000003,68.70000000000005,42.10000000000002,86.40000000000003,158.40000000000003,61.900000000000034,0.7999999999999545,19.5,33.200000000000045,171.29999999999998,84.80000000000001,151.10000000000002,96.10000000000002,117.50000000000003,65.5,115.90000000000003,108.00000000000003,99.5,105.70000000000002,103.20000000000005,140.00000000000003,112.90000000000003,179.3,115.00000000000003,177.70000000000002,138.70000000000002,124.50000000000003,165.50000000000003,121.90000000000003,129.99999999999997,145.90000000000003,121.49999999999997,178.90000000000003,178.59999999999997,145.8,174.50000000000003,158.10000000000002,143.20000000000002,146.00000000000003,132.00000000000003,133.90000000000003,134.50000000000003
vermillion color,106.19999999999999,98.0,21.8,79.30000000000001,11.100000000000001,96.80000000000001,60.0,94.89999999999998,67.5,114.1,3.3999999999999986,24.400000000000006,73.39999999999998,140.2,39.099999999999994,163.0,96.89999999999998,94.30000000000001,151.3,6.200000000000003,103.19999999999999,136.6,93.60000000000002,7.600000000000001,22.1,11.200000000000003,50.60000000000002,155.7,107.80000000000001,14.700000000000003,99.39999999999998,138.10000000000002,31.299999999999997,85.5,108.5,130.60000000000002,35.1,83.19999999999999,70.5,0.7000000000000028,178.8,68.4,2.200000000000003,71.60000000000002,0.0,1.2000000000000028,15.8,72.7,15.7,1.7000000000000028,1.1000000000000014,68.69999999999999,4.299999999999997,69.69999999999999,85.39999999999998,34.3,20.4,105.60000000000002,99.69999999999999,88.4,2.8999999999999986,29.5,14.799999999999997,86.80000000000001,9.700000000000003,72.39999999999998,91.10000000000002,38.4,117.1,13.200000000000003,79.5,24.5,45.900000000000006,6.100000000000001,44.3,36.400000000000006,27.900000000000006,34.099999999999994,31.599999999999994,68.4,41.3,107.69999999999999,43.400000000000006,106.1,67.1,52.900000000000006,93.9,50.3,158.4,74.3,166.9,107.30000000000001,109.80000000000001,74.2,102.9,86.5,71.6,74.4,60.400000000000006,62.3,62.900000000000006
orangish red color,107.39999999999998,99.19999999999999,23.000000000000004,80.5,12.300000000000004,95.60000000000001,61.19999999999999,96.09999999999997,66.3,112.89999999999999,4.600000000000001,23.200000000000003,74.59999999999997,139.0,37.89999999999999,161.8,98.09999999999997,95.5,150.10000000000002,5.0,104.39999999999998,135.39999999999998,94.80000000000001,6.399999999999999,23.300000000000004,10.0,51.80000000000001,154.5,109.0,13.5,100.59999999999997,139.3,30.099999999999994,86.69999999999999,107.3,131.8,36.300000000000004,84.39999999999998,71.69999999999999,0.5,180.0,67.2,3.4000000000000057,72.80000000000001,1.2000000000000028,0.0,17.000000000000004,71.5,16.900000000000002,0.5,0.10000000000000142,69.89999999999998,3.0999999999999943,70.89999999999998,86.59999999999997,35.5,19.199999999999996,106.80000000000001,98.49999999999999,87.2,4.100000000000001,30.700000000000003,13.599999999999994,85.60000000000001,10.900000000000006,73.59999999999997,92.30000000000001,39.6,115.89999999999999,12.0,78.3,23.299999999999997,44.7,7.300000000000004,43.099999999999994,35.2,26.700000000000003,32.89999999999999,30.39999999999999,67.2,40.099999999999994,106.49999999999999,42.2,104.89999999999999,65.89999999999999,51.7,92.7,49.099999999999994,157.2,73.1,165.7,106.10000000000001,108.60000000000001,73.0,101.7,85.3,70.39999999999999,73.2,59.2,61.099999999999994,61.7
pinky red color,90.39999999999998,82.19999999999999,6.0,63.5,4.699999999999999,112.60000000000001,44.19999999999999,79.09999999999997,83.3,129.9,12.400000000000002,40.2,57.599999999999966,156.0,54.89999999999999,178.8,81.09999999999997,78.5,167.10000000000002,22.000000000000004,87.39999999999998,152.4,77.80000000000001,23.400000000000002,6.300000000000001,27.000000000000004,34.80000000000001,171.5,92.0,30.500000000000004,83.59999999999997,122.30000000000001,47.099999999999994,69.69999999999999,124.3,114.80000000000001,19.299999999999997,67.39999999999998,54.69999999999999,16.500000000000004,163.0,84.2,13.599999999999998,55.80000000000001,15.8,17.000000000000004,0.0,88.5,0.10000000000000142,17.500000000000004,16.900000000000002,52.89999999999998,20.099999999999998,53.89999999999998,69.59999999999997,18.5,36.2,89.80000000000001,115.49999999999999,104.2,12.900000000000002,13.7,30.599999999999998,102.60000000000001,6.099999999999998,56.599999999999966,75.30000000000001,22.599999999999998,132.9,29.000000000000004,95.3,40.3,61.7,9.7,60.099999999999994,52.2,43.7,49.89999999999999,47.39999999999999,84.2,57.099999999999994,123.49999999999999,59.2,121.89999999999999,82.89999999999999,68.7,109.7,66.1,174.20000000000002,90.1,177.29999999999998,123.10000000000001,125.60000000000001,90.0,118.7,102.3,87.39999999999999,90.2,76.2,78.1,78.7
dark yellow green color,178.89999999999998,170.7,94.5,152.0,83.80000000000001,24.10000000000001,132.7,167.59999999999997,5.200000000000003,41.39999999999999,76.1,48.3,146.09999999999997,67.49999999999999,33.60000000000001,90.3,169.59999999999997,167.0,78.60000000000001,66.5,175.89999999999998,63.89999999999999,166.3,65.1,94.80000000000001,61.5,123.30000000000001,82.99999999999999,179.5,58.0,172.09999999999997,149.2,41.400000000000006,158.2,35.8,156.7,107.8,155.89999999999998,143.2,72.0,108.49999999999999,4.299999999999997,74.9,144.3,72.7,71.5,88.5,0.0,88.4,71.0,71.6,141.39999999999998,68.4,142.39999999999998,158.09999999999997,107.0,52.300000000000004,178.3,26.999999999999986,15.700000000000003,75.6,102.2,57.900000000000006,14.100000000000009,82.4,145.09999999999997,163.8,111.10000000000001,44.39999999999999,59.5,6.799999999999997,48.2,26.799999999999997,78.80000000000001,28.400000000000006,36.3,44.8,38.60000000000001,41.10000000000001,4.299999999999997,31.400000000000006,34.999999999999986,29.299999999999997,33.39999999999999,5.6000000000000085,19.799999999999997,21.200000000000003,22.400000000000006,85.7,1.5999999999999943,94.2,34.60000000000001,37.10000000000001,1.5,30.200000000000003,13.799999999999997,1.1000000000000085,1.7000000000000028,12.299999999999997,10.400000000000006,9.799999999999997
lightish red color,90.5,82.30000000000001,6.100000000000001,63.60000000000002,4.599999999999998,112.50000000000001,44.30000000000001,79.19999999999999,83.2,129.79999999999998,12.3,40.10000000000001,57.69999999999999,155.89999999999998,54.8,178.7,81.19999999999999,78.60000000000002,167.0,21.900000000000002,87.5,152.29999999999998,77.90000000000003,23.3,6.400000000000002,26.900000000000002,34.900000000000034,171.39999999999998,92.10000000000002,30.400000000000002,83.69999999999999,122.40000000000003,47.0,69.80000000000001,124.2,114.90000000000003,19.4,67.5,54.80000000000001,16.400000000000002,163.10000000000002,84.10000000000001,13.499999999999996,55.900000000000034,15.7,16.900000000000002,0.10000000000000142,88.4,0.0,17.400000000000002,16.8,53.0,19.999999999999996,54.0,69.69999999999999,18.6,36.099999999999994,89.90000000000003,115.39999999999999,104.10000000000001,12.8,13.8,30.499999999999996,102.50000000000001,5.9999999999999964,56.69999999999999,75.40000000000003,22.7,132.79999999999998,28.900000000000002,95.2,40.2,61.60000000000001,9.599999999999998,60.0,52.10000000000001,43.60000000000001,49.8,47.3,84.10000000000001,57.0,123.39999999999999,59.10000000000001,121.8,82.8,68.60000000000001,109.60000000000001,66.0,174.1,90.0,177.4,123.00000000000001,125.50000000000001,89.9,118.60000000000001,102.2,87.3,90.10000000000001,76.10000000000001,78.0,78.60000000000001
